eventId,eventTime,producerType,producerId,producerVersion,outputType,outputId,outputVersion,outputData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,TRAIN MOVEMENT,0,0,TRAIN,0,3,"{""type"":""TRAIN""",id:0,version:3,"bill:{""type"":""BILL""",id:24,version:0,"customer:{""type"":""CUSTOMER""",id:372,version:1,"name:""Monahan Dese""",payments:30},"route:{""type"":""ROUTE""",id:27,version:0,"origin:{""type"":""LOCATION""",id:138,version:0,"city:""South Dan""","state:""AA""}","destination:{""type"":""LOCATION""",id:240,version:0,"city:""Port Lilian""","state:""NE""}","locations:[{""type"":""LOCATION""",id:138,version:0,"city:""South Dan""","state:""AA""}","{""type"":""LOCATION""",id:97,version:0,"city:""Valentina""","state:""NJ""}","{""type"":""LOCATION""",id:240,version:0,"city:""Port Lilian""","state:""NE""}]}",charge:30},step:2,isActive:false,"currentLocation:{""type"":""LOCATION""",id:240,version:0,"city:""Port Lilian""","state:""NE""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,TRAIN MOVEMENT,0,0,TRAIN,1,4,"{""type"":""TRAIN""",id:1,version:4,"bill:{""type"":""BILL""",id:26,version:0,"customer:{""type"":""CUSTOMER""",id:383,version:2,"name:""Hammes Quid""",payments:44},"route:{""type"":""ROUTE""",id:46,version:0,"origin:{""type"":""LOCATION""",id:2,version:0,"city:""Saige""","state:""KS""}","destination:{""type"":""LOCATION""",id:124,version:0,"city:""Andy""","state:""CT""}","locations:[{""type"":""LOCATION""",id:2,version:0,"city:""Saige""","state:""KS""}","{""type"":""LOCATION""",id:20,version:0,"city:""Bernard""","state:""AP""}","{""type"":""LOCATION""",id:294,version:0,"city:""East Camylle""","state:""MA""}","{""type"":""LOCATION""",id:36,version:0,"city:""Port Maddison""","state:""IN""}","{""type"":""LOCATION""",id:7,version:0,"city:""Therese""","state:""FL""}","{""type"":""LOCATION""",id:92,version:0,"city:""Chelsie""","state:""MH""}","{""type"":""LOCATION""",id:124,version:0,"city:""Andy""","state:""CT""}]}",charge:44},step:6,isActive:false,"currentLocation:{""type"":""LOCATION""",id:124,version:0,"city:""Andy""","state:""CT""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,TRAIN MOVEMENT,0,0,TRAIN,2,3,"{""type"":""TRAIN""",id:2,version:3,"bill:{""type"":""BILL""",id:16,version:0,"customer:{""type"":""CUSTOMER""",id:288,version:1,"name:""Olson Sint""",payments:21},"route:{""type"":""ROUTE""",id:6,version:0,"origin:{""type"":""LOCATION""",id:255,version:0,"city:""South Bert""","state:""SC""}","destination:{""type"":""LOCATION""",id:147,version:0,"city:""East Ardith""","state:""AE""}","locations:[{""type"":""LOCATION""",id:255,version:0,"city:""South Bert""","state:""SC""}","{""type"":""LOCATION""",id:20,version:0,"city:""Bernard""","state:""AP""}","{""type"":""LOCATION""",id:232,version:0,"city:""Michelle""","state:""MD""}","{""type"":""LOCATION""",id:266,version:0,"city:""Arjun""","state:""VI""}","{""type"":""LOCATION""",id:244,version:0,"city:""Alene""","state:""NM""}","{""type"":""LOCATION""",id:147,version:0,"city:""East Ardith""","state:""AE""}]}",charge:21},step:5,isActive:false,"currentLocation:{""type"":""LOCATION""",id:147,version:0,"city:""East Ardith""","state:""AE""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,TRAIN MOVEMENT,0,0,TRAIN,3,2,"{""type"":""TRAIN""",id:3,version:2,"bill:{""type"":""BILL""",id:23,version:0,"customer:{""type"":""CUSTOMER""",id:444,version:1,"name:""Kulas Assu""",payments:35},"route:{""type"":""ROUTE""",id:5,version:0,"origin:{""type"":""LOCATION""",id:239,version:0,"city:""Kiley""","state:""OR""}","destination:{""type"":""LOCATION""",id:122,version:0,"city:""Dennis""","state:""MO""}","locations:[{""type"":""LOCATION""",id:239,version:0,"city:""Kiley""","state:""OR""}","{""type"":""LOCATION""",id:187,version:0,"city:""Perry""","state:""IN""}","{""type"":""LOCATION""",id:2,version:0,"city:""Saige""","state:""KS""}","{""type"":""LOCATION""",id:295,version:0,"city:""Elza""","state:""MH""}","{""type"":""LOCATION""",id:163,version:0,"city:""Marley""","state:""AP""}","{""type"":""LOCATION""",id:145,version:0,"city:""Lemuel""","state:""AL""}","{""type"":""LOCATION""",id:286,version:0,"city:""Heath""","state:""TN""}","{""type"":""LOCATION""",id:122,version:0,"city:""Dennis""","state:""MO""}]}",charge:35},step:7,isActive:false,"currentLocation:{""type"":""LOCATION""",id:122,version:0,"city:""Dennis""","state:""MO""}}",,,,,,,,,,,,,,,,,,,,,,,,,
4,0,TRAIN MOVEMENT,0,0,TRAIN,4,8,"{""type"":""TRAIN""",id:4,version:8,"bill:{""type"":""BILL""",id:21,version:0,"customer:{""type"":""CUSTOMER""",id:258,version:1,"name:""Reichel Veli""",payments:74},"route:{""type"":""ROUTE""",id:13,version:0,"origin:{""type"":""LOCATION""",id:184,version:0,"city:""Isom""","state:""KS""}","destination:{""type"":""LOCATION""",id:74,version:0,"city:""Major""","state:""UT""}","locations:[{""type"":""LOCATION""",id:184,version:0,"city:""Isom""","state:""KS""}","{""type"":""LOCATION""",id:291,version:0,"city:""North Charlie""","state:""WA""}","{""type"":""LOCATION""",id:253,version:0,"city:""Shaylee""","state:""KY""}","{""type"":""LOCATION""",id:38,version:0,"city:""Gladys""","state:""ND""}","{""type"":""LOCATION""",id:262,version:0,"city:""Britney""","state:""ME""}","{""type"":""LOCATION""",id:293,version:0,"city:""Shaylee""","state:""ID""}","{""type"":""LOCATION""",id:200,version:0,"city:""Marietta""","state:""ND""}","{""type"":""LOCATION""",id:202,version:0,"city:""Mia""","state:""NC""}","{""type"":""LOCATION""",id:74,version:0,"city:""Major""","state:""UT""}]}",charge:74},step:8,isActive:false,"currentLocation:{""type"":""LOCATION""",id:74,version:0,"city:""Major""","state:""UT""}}",,,,,,,,,,,,,,,,,,,,
5,0,TRAIN MOVEMENT,0,0,TRAIN,5,2,"{""type"":""TRAIN""",id:5,version:2,"bill:{""type"":""BILL""",id:17,version:0,"customer:{""type"":""CUSTOMER""",id:275,version:1,"name:""Boyer Quis""",payments:73},"route:{""type"":""ROUTE""",id:19,version:0,"origin:{""type"":""LOCATION""",id:119,version:0,"city:""Alize""","state:""PW""}","destination:{""type"":""LOCATION""",id:174,version:0,"city:""Lake Donny""","state:""CO""}","locations:[{""type"":""LOCATION""",id:119,version:0,"city:""Alize""","state:""PW""}","{""type"":""LOCATION""",id:174,version:0,"city:""Lake Donny""","state:""CO""}]}",charge:73},step:1,isActive:false,"currentLocation:{""type"":""LOCATION""",id:174,version:0,"city:""Lake Donny""","state:""CO""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0,TRAIN MOVEMENT,0,0,TRAIN,6,4,"{""type"":""TRAIN""",id:6,version:4,"bill:{""type"":""BILL""",id:22,version:0,"customer:{""type"":""CUSTOMER""",id:78,version:2,"name:""Schmidt Offi""",payments:26},"route:{""type"":""ROUTE""",id:47,version:0,"origin:{""type"":""LOCATION""",id:233,version:0,"city:""Silas""","state:""AR""}","destination:{""type"":""LOCATION""",id:88,version:0,"city:""Eunice""","state:""MH""}","locations:[{""type"":""LOCATION""",id:233,version:0,"city:""Silas""","state:""AR""}","{""type"":""LOCATION""",id:97,version:0,"city:""Valentina""","state:""NJ""}","{""type"":""LOCATION""",id:276,version:0,"city:""North Rhea""","state:""AR""}","{""type"":""LOCATION""",id:88,version:0,"city:""Eunice""","state:""MH""}]}",charge:26},step:3,isActive:false,"currentLocation:{""type"":""LOCATION""",id:88,version:0,"city:""Eunice""","state:""MH""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,TRAIN MOVEMENT,0,0,TRAIN,7,1,"{""type"":""TRAIN""",id:7,version:1,"bill:{""type"":""BILL""",id:28,version:0,"customer:{""type"":""CUSTOMER""",id:116,version:1,"name:""Ortiz Sit """,payments:51},"route:{""type"":""ROUTE""",id:0,version:0,"origin:{""type"":""LOCATION""",id:136,version:0,"city:""Samara""","state:""NV""}","destination:{""type"":""LOCATION""",id:124,version:0,"city:""Andy""","state:""CT""}","locations:[{""type"":""LOCATION""",id:136,version:0,"city:""Samara""","state:""NV""}","{""type"":""LOCATION""",id:249,version:0,"city:""South Okey""","state:""MH""}","{""type"":""LOCATION""",id:231,version:0,"city:""East Jedidiah""","state:""UT""}","{""type"":""LOCATION""",id:76,version:0,"city:""Alden""","state:""FL""}","{""type"":""LOCATION""",id:124,version:0,"city:""Andy""","state:""CT""}]}",charge:51},step:4,isActive:false,"currentLocation:{""type"":""LOCATION""",id:124,version:0,"city:""Andy""","state:""CT""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0,TRAIN,7,1,CUSTOMER,116,1,"{""type"":""CUSTOMER""",id:116,version:1,"name:""Ortiz Sit """,payments:51},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,TRAIN MOVEMENT,0,0,TRAIN,8,1,"{""type"":""TRAIN""",id:8,version:1,"bill:{""type"":""BILL""",id:42,version:0,"customer:{""type"":""CUSTOMER""",id:255,version:1,"name:""Greenfelder Exce""",payments:40},"route:{""type"":""ROUTE""",id:2,version:0,"origin:{""type"":""LOCATION""",id:92,version:0,"city:""Chelsie""","state:""MH""}","destination:{""type"":""LOCATION""",id:92,version:0,"city:""Chelsie""","state:""MH""}","locations:[{""type"":""LOCATION""",id:92,version:0,"city:""Chelsie""","state:""MH""}]}",charge:40},step:0,isActive:false,"currentLocation:{""type"":""LOCATION""",id:92,version:0,"city:""Chelsie""","state:""MH""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0,TRAIN,8,1,CUSTOMER,255,1,"{""type"":""CUSTOMER""",id:255,version:1,"name:""Greenfelder Exce""",payments:40},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0,TRAIN MOVEMENT,0,0,TRAIN,9,4,"{""type"":""TRAIN""",id:9,version:4,"bill:{""type"":""BILL""",id:27,version:0,"customer:{""type"":""CUSTOMER""",id:334,version:3,"name:""Kuphal Ipsa""",payments:67},"route:{""type"":""ROUTE""",id:41,version:0,"origin:{""type"":""LOCATION""",id:205,version:0,"city:""Kylee""","state:""AP""}","destination:{""type"":""LOCATION""",id:107,version:0,"city:""Theodore""","state:""MS""}","locations:[{""type"":""LOCATION""",id:205,version:0,"city:""Kylee""","state:""AP""}","{""type"":""LOCATION""",id:68,version:0,"city:""Stephanie""","state:""DC""}","{""type"":""LOCATION""",id:170,version:0,"city:""Caesar""","state:""CA""}","{""type"":""LOCATION""",id:236,version:0,"city:""Princess""","state:""MH""}","{""type"":""LOCATION""",id:263,version:0,"city:""Rosie""","state:""TX""}","{""type"":""LOCATION""",id:99,version:0,"city:""Lake Alba""","state:""ID""}","{""type"":""LOCATION""",id:178,version:0,"city:""Ricardo""","state:""OR""}","{""type"":""LOCATION""",id:128,version:0,"city:""Daren""","state:""WV""}","{""type"":""LOCATION""",id:107,version:0,"city:""Theodore""","state:""MS""}]}",charge:64},step:8,isActive:false,"currentLocation:{""type"":""LOCATION""",id:107,version:0,"city:""Theodore""","state:""MS""}}",,,,,,,,,,,,,,,,,,,,
12,0,TRAIN MOVEMENT,0,0,TRAIN,10,6,"{""type"":""TRAIN""",id:10,version:6,"bill:{""type"":""BILL""",id:3,version:0,"customer:{""type"":""CUSTOMER""",id:339,version:2,"name:""Feest Inve""",payments:9},"route:{""type"":""ROUTE""",id:6,version:0,"origin:{""type"":""LOCATION""",id:255,version:0,"city:""South Bert""","state:""SC""}","destination:{""type"":""LOCATION""",id:147,version:0,"city:""East Ardith""","state:""AE""}","locations:[{""type"":""LOCATION""",id:255,version:0,"city:""South Bert""","state:""SC""}","{""type"":""LOCATION""",id:20,version:0,"city:""Bernard""","state:""AP""}","{""type"":""LOCATION""",id:232,version:0,"city:""Michelle""","state:""MD""}","{""type"":""LOCATION""",id:266,version:0,"city:""Arjun""","state:""VI""}","{""type"":""LOCATION""",id:244,version:0,"city:""Alene""","state:""NM""}","{""type"":""LOCATION""",id:147,version:0,"city:""East Ardith""","state:""AE""}]}",charge:9},step:5,isActive:false,"currentLocation:{""type"":""LOCATION""",id:147,version:0,"city:""East Ardith""","state:""AE""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0,TRAIN MOVEMENT,0,0,TRAIN,11,2,"{""type"":""TRAIN""",id:11,version:2,"bill:{""type"":""BILL""",id:41,version:0,"customer:{""type"":""CUSTOMER""",id:445,version:4,"name:""Moore Assu""",payments:24},"route:{""type"":""ROUTE""",id:39,version:0,"origin:{""type"":""LOCATION""",id:152,version:0,"city:""Demarcus""","state:""UT""}","destination:{""type"":""LOCATION""",id:60,version:0,"city:""Port Asa""","state:""NM""}","locations:[{""type"":""LOCATION""",id:152,version:0,"city:""Demarcus""","state:""UT""}","{""type"":""LOCATION""",id:233,version:0,"city:""Silas""","state:""AR""}","{""type"":""LOCATION""",id:298,version:0,"city:""Price""","state:""NC""}","{""type"":""LOCATION""",id:181,version:0,"city:""Ahmed""","state:""WA""}","{""type"":""LOCATION""",id:60,version:0,"city:""Port Asa""","state:""NM""}]}",charge:24},step:4,isActive:false,"currentLocation:{""type"":""LOCATION""",id:60,version:0,"city:""Port Asa""","state:""NM""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,TRAIN MOVEMENT,0,0,TRAIN,12,3,"{""type"":""TRAIN""",id:12,version:3,"bill:{""type"":""BILL""",id:38,version:0,"customer:{""type"":""CUSTOMER""",id:333,version:2,"name:""Franecki Dolo""",payments:54},"route:{""type"":""ROUTE""",id:48,version:0,"origin:{""type"":""LOCATION""",id:26,version:0,"city:""Kobe""","state:""NC""}","destination:{""type"":""LOCATION""",id:241,version:0,"city:""Kayli""","state:""FM""}","locations:[{""type"":""LOCATION""",id:26,version:0,"city:""Kobe""","state:""NC""}","{""type"":""LOCATION""",id:183,version:0,"city:""Port Avis""","state:""RI""}","{""type"":""LOCATION""",id:241,version:0,"city:""Kayli""","state:""FM""}]}",charge:54},step:2,isActive:false,"currentLocation:{""type"":""LOCATION""",id:241,version:0,"city:""Kayli""","state:""FM""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0,TRAIN MOVEMENT,0,0,TRAIN,13,2,"{""type"":""TRAIN""",id:13,version:2,"bill:{""type"":""BILL""",id:34,version:0,"customer:{""type"":""CUSTOMER""",id:263,version:2,"name:""Beahan Numq""",payments:1},"route:{""type"":""ROUTE""",id:45,version:0,"origin:{""type"":""LOCATION""",id:87,version:0,"city:""North Thaddeus""","state:""CT""}","destination:{""type"":""LOCATION""",id:61,version:0,"city:""Kirk""","state:""OR""}","locations:[{""type"":""LOCATION""",id:87,version:0,"city:""North Thaddeus""","state:""CT""}","{""type"":""LOCATION""",id:3,version:0,"city:""Lake Maxine""","state:""MP""}","{""type"":""LOCATION""",id:174,version:0,"city:""Lake Donny""","state:""CO""}","{""type"":""LOCATION""",id:6,version:0,"city:""New Aubree""","state:""FL""}","{""type"":""LOCATION""",id:246,version:0,"city:""New Lauretta""","state:""MI""}","{""type"":""LOCATION""",id:61,version:0,"city:""Kirk""","state:""OR""}]}",charge:1},step:5,isActive:false,"currentLocation:{""type"":""LOCATION""",id:61,version:0,"city:""Kirk""","state:""OR""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0,TRAIN MOVEMENT,0,0,TRAIN,14,1,"{""type"":""TRAIN""",id:14,version:1,"bill:{""type"":""BILL""",id:33,version:0,"customer:{""type"":""CUSTOMER""",id:264,version:2,"name:""Cole Exer""",payments:1},"route:{""type"":""ROUTE""",id:12,version:0,"origin:{""type"":""LOCATION""",id:157,version:0,"city:""Alfonso""","state:""PW""}","destination:{""type"":""LOCATION""",id:135,version:0,"city:""North Bianka""","state:""WY""}","locations:[{""type"":""LOCATION""",id:157,version:0,"city:""Alfonso""","state:""PW""}","{""type"":""LOCATION""",id:95,version:0,"city:""Nikita""","state:""PA""}","{""type"":""LOCATION""",id:135,version:0,"city:""North Bianka""","state:""WY""}]}",charge:1},step:2,isActive:false,"currentLocation:{""type"":""LOCATION""",id:135,version:0,"city:""North Bianka""","state:""WY""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0,TRAIN,14,1,CUSTOMER,264,2,"{""type"":""CUSTOMER""",id:264,version:2,"name:""Cole Exer""",payments:1},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,TRAIN MOVEMENT,0,0,TRAIN,15,2,"{""type"":""TRAIN""",id:15,version:2,"bill:{""type"":""BILL""",id:40,version:0,"customer:{""type"":""CUSTOMER""",id:353,version:1,"name:""Greenholt Quia""",payments:95},"route:{""type"":""ROUTE""",id:23,version:0,"origin:{""type"":""LOCATION""",id:152,version:0,"city:""Demarcus""","state:""UT""}","destination:{""type"":""LOCATION""",id:145,version:0,"city:""Lemuel""","state:""AL""}","locations:[{""type"":""LOCATION""",id:152,version:0,"city:""Demarcus""","state:""UT""}","{""type"":""LOCATION""",id:145,version:0,"city:""Lemuel""","state:""AL""}]}",charge:95},step:1,isActive:false,"currentLocation:{""type"":""LOCATION""",id:145,version:0,"city:""Lemuel""","state:""AL""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0,TRAIN MOVEMENT,0,0,TRAIN,16,3,"{""type"":""TRAIN""",id:16,version:3,"bill:{""type"":""BILL""",id:43,version:0,"customer:{""type"":""CUSTOMER""",id:172,version:2,"name:""Roberts Perf""",payments:9},"route:{""type"":""ROUTE""",id:32,version:0,"origin:{""type"":""LOCATION""",id:19,version:0,"city:""Erika""","state:""MO""}","destination:{""type"":""LOCATION""",id:122,version:0,"city:""Dennis""","state:""MO""}","locations:[{""type"":""LOCATION""",id:19,version:0,"city:""Erika""","state:""MO""}","{""type"":""LOCATION""",id:203,version:0,"city:""Dawn""","state:""IN""}","{""type"":""LOCATION""",id:249,version:0,"city:""South Okey""","state:""MH""}","{""type"":""LOCATION""",id:67,version:0,"city:""Creola""","state:""AR""}","{""type"":""LOCATION""",id:214,version:0,"city:""Jennings""","state:""VT""}","{""type"":""LOCATION""",id:287,version:0,"city:""Aidan""","state:""AL""}","{""type"":""LOCATION""",id:122,version:0,"city:""Dennis""","state:""MO""}]}",charge:9},step:6,isActive:false,"currentLocation:{""type"":""LOCATION""",id:122,version:0,"city:""Dennis""","state:""MO""}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
